"SEQ","JFAGY code","Allergen Term（JP）","Furigana（JP）","Allergen Term（EN）","Level","Main 100","Clinical Guideline","変更区分","収載日","終了日"
"12708","YCM2649719S1240","インテナースパップ７０ｍｇ","","","","","","1","00000000","00000000"
"12709","YCM2649719S1258","インドメタシンパップ７０ｍｇ「日医工」","","","","","","1","00000000","00000000"
"12710","YCM2649719S1266","ゼムパックパップ７０","","","","","","1","00000000","20240331"
"12711","YCM2649719S1274","セラスターテープ７０","","","","","","1","00000000","20210331"
"12712","YCM2649719S1290","ラクティオンパップ７０ｍｇ","","","","","","1","00000000","00000000"
"12713","YCM2649719S1304","インドメタシンパップ７０ｍｇ「ＹＤ」","","","","","","1","00000000","00000000"
"12714","YCM2649719S1312","コリフメシンパップ７０ｍｇ","","","","","","1","00000000","00000000"
"12715","YCM2649719S1339","インドメタシンパップ７０ｍｇ「三友」","","","","","","1","00000000","00000000"
"12716","YCM2649719S1347","カトレップテープ７０ｍｇ","","","","","","1","00000000","00000000"
"12717","YCM2649719S1355","インドメタシンパップ７０ｍｇ「ＢＭＤ」","","","","","","1","00000000","00000000"
"12718","YCM2649719S1363","インドメタシンパップ７０ｍｇ「ハラサワ」","","","","","","1","00000000","00000000"
"12719","YCM2649719S2041","カトレップテープ３５ｍｇ","","","","","","1","00000000","00000000"
"12720","YCM2649720M1049","デルマクリンＡ軟膏１％","","","","","","1","00000000","00000000"
"12721","YCM2649720N1028","デルマクリンクリーム１％","","","","","","1","00000000","00000000"
"12722","YCM2649720N2024","ハイデルマートクリーム２％","","","","","","1","00000000","00000000"
"12723","YCM2649722N1027","オイラックスクリーム１０％","","","","","","1","00000000","00000000"
"12724","YCM2649722N1035","クロタミトンクリーム１０％「タイヨー」","","","","","","1","00000000","20240331"
"12725","YCM2649724M1039","ザーネ軟膏０．５％","","","","","","1","00000000","00000000"
"12726","YCM2649726M1011","ベンダザック３％軟膏","","","","","","1","00000000","20240331"
"12727","YCM2649726M1046","ジルダザック軟膏３％","","","","","","1","00000000","00000000"
"12728","YCM2649726M1070","ベンダザック軟膏３％「イワキ」","","","","","","1","00000000","00000000"
"12729","YCM2649727M1040","コンベック軟膏５％","","","","","","1","00000000","00000000"
"12730","YCM2649727M1059","フエナゾール軟膏５％","","","","","","1","00000000","00000000"
"12731","YCM2649727N1046","コンベッククリーム５％","","","","","","1","00000000","00000000"
"12732","YCM2649727N1054","フエナゾールクリーム５％","","","","","","1","00000000","00000000"
"12733","YCM2649728M1061","ベシカム軟膏５％","","","","","","1","00000000","00000000"
"12734","YCM2649728M1070","スタデルム軟膏５％","","","","","","1","00000000","00000000"
"12735","YCM2649728N1067","ベシカムクリーム５％","","","","","","1","00000000","00000000"
"12736","YCM2649728N1075","スタデルムクリーム５％","","","","","","1","00000000","00000000"
"12737","YCM2649729N1053","セクタークリーム３％","","","","","","1","00000000","00000000"
"12738","YCM2649729Q1041","セクターゲル３％","","","","","","1","00000000","00000000"
"12739","YCM2649729Q2030","セクターローション３％","","","","","","1","00000000","00000000"
"12740","YCM2649729S1014","ケトプロフェン（３０ｍｇ）１０ｃｍ×１４ｃｍ貼付剤","","","","","","1","00000000","00000000"
"12741","YCM2649729S1146","パッペンＫパップ３０ｍｇ","","","","","","1","00000000","20200331"
"12742","YCM2649729S1154","モーラスパップ３０ｍｇ","","","","","","1","00000000","00000000"
"12743","YCM2649729S1162","ケトプロフェンパップ３０ｍｇ「ラクール」","","","","","","1","00000000","00000000"
"12744","YCM2649729S1189","ミルタックスパップ３０ｍｇ","","","","","","1","00000000","00000000"
"12745","YCM2649729S1197","ケトプロフェンパップ３０ｍｇ「日医工」","","","","","","1","00000000","00000000"
"12746","YCM2649729S1227","ケトプロフェンパップ３０ｍｇ「三和」","","","","","","1","00000000","00000000"
"12747","YCM2649729S2010","ケトプロフェン（２０ｍｇ）７ｃｍ×１０ｃｍ貼付剤","","","","","","1","00000000","00000000"
"12748","YCM2649729S2126","ケトプロフェンテープ２０ｍｇ「日医工」","","","","","","1","00000000","00000000"
"12749","YCM2649729S2169","モーラステープ２０ｍｇ","","","","","","1","00000000","00000000"
"12750","YCM2649729S2185","ケトプロフェンテープ２０ｍｇ「ラクール」","","","","","","1","00000000","00000000"
"12751","YCM2649729S2215","ケトプロフェンテープ２０ｍｇ「東光」","","","","","","1","00000000","00000000"
"12752","YCM2649729S2223","ケトプロフェンテープ２０ｍｇ「テイコク」","","","","","","1","00000000","20240930"
"12753","YCM2649729S2231","ケトプロフェンテープ２０ｍｇ「ＢＭＤ」","","","","","","1","00000000","00000000"
"12754","YCM2649729S2240","ケトプロフェンテープ２０ｍｇ「ＳＮ」","","","","","","1","00000000","00000000"
"12755","YCM2649729S2258","ケトプロフェンテープ２０ｍｇ「杏林」","","","","","","1","00000000","00000000"
"12756","YCM2649729S2266","ケトプロフェンテープ２０ｍｇ「トーワ」","","","","","","1","00000000","00000000"
"12757","YCM2649729S2274","ケトプロフェンテープ２０ｍｇ「三和」","","","","","","1","00000000","00000000"
"12758","YCM2649729S2282","ケトプロフェンテープ２０ｍｇ「パテル」","","","","","","1","00000000","00000000"
"12759","YCM2649729S2290","ケトプロフェンテープＳ２０ｍｇ「テイコク」","","","","","","1","00000000","00000000"
"12760","YCM2649729S3017","ケトプロフェン（４０ｍｇ）１０ｃｍ×１４ｃｍ貼付剤","","","","","","1","00000000","00000000"
"12761","YCM2649729S3084","モーラステープＬ４０ｍｇ","","","","","","1","00000000","00000000"
"12762","YCM2649729S3092","ケトプロフェンテープ４０ｍｇ「ラクール」","","","","","","1","00000000","00000000"
"12763","YCM2649729S3114","ケトプロフェンテープ４０ｍｇ「日医工」","","","","","","1","00000000","00000000"
"12764","YCM2649729S3149","ケトプロフェンテープ４０ｍｇ「東光」","","","","","","1","00000000","00000000"
"12765","YCM2649729S3157","ケトプロフェンテープ４０ｍｇ「テイコク」","","","","","","1","00000000","00000000"
"12766","YCM2649729S3165","ケトプロフェンテープ４０ｍｇ「ＢＭＤ」","","","","","","1","00000000","00000000"
"12767","YCM2649729S3173","ケトプロフェンテープ４０ｍｇ「ＳＮ」","","","","","","1","00000000","00000000"
"12768","YCM2649729S3181","ケトプロフェンテープ４０ｍｇ「杏林」","","","","","","1","00000000","00000000"
"12769","YCM2649729S3190","ケトプロフェンテープ４０ｍｇ「トーワ」","","","","","","1","00000000","00000000"
"12770","YCM2649729S3203","ケトプロフェンテープ４０ｍｇ「三和」","","","","","","1","00000000","00000000"
"12771","YCM2649729S3211","ケトプロフェンテープ４０ｍｇ「パテル」","","","","","","1","00000000","00000000"
"12772","YCM2649729S4013","ケトプロフェン（６０ｍｇ）２０ｃｍ×１４ｃｍ貼付剤","","","","","","1","00000000","00000000"
"12773","YCM2649729S4030","モーラスパップ６０ｍｇ","","","","","","1","00000000","00000000"
"12774","YCM2649729S4048","ケトプロフェンパップ６０ｍｇ「ラクール」","","","","","","1","00000000","00000000"
"12775","YCM2649729S4072","ケトプロフェンパップ６０ｍｇ「三和」","","","","","","1","00000000","20220331"
"12776","YCM2649729S5010","ケトプロフェン（１２０ｍｇ）１０ｃｍ×１４ｃｍ貼付剤","","","","","","1","00000000","00000000"
"12777","YCM2649729S5028","モーラスパップＸＲ１２０ｍｇ","","","","","","1","00000000","00000000"
"12778","YCM2649729S5036","ケトプロフェンパップＸＲ１２０ｍｇ「テイコク」","","","","","","1","00000000","00000000"
"12779","YCM2649729S6024","モーラスパップＸＲ２４０ｍｇ","","","","","","1","00000000","00000000"
"12780","YCM2649730M1069","バキソ軟膏０．５％","","","","","","1","00000000","00000000"
"12781","YCM2649730M1077","フェルデン軟膏０．５％","","","","","","1","00000000","20240331"
"12782","YCM2649731M1071","ナパゲルン軟膏３％","","","","","","1","00000000","00000000"
"12783","YCM2649731M1080","スミルスチック３％","","","","","","1","00000000","20210930"
"12784","YCM2649731M1098","フェルビナクスチック軟膏３％「三笠」","","","","","","1","00000000","00000000"
"12785","YCM2649731N1034","ナパゲルンクリーム３％","","","","","","1","00000000","00000000"
"12786","YCM2649731Q1014","フェルビナク３％ローション","","","","","","1","00000000","00000000"
"12787","YCM2649731Q1065","ナパゲルンローション３％","","","","","","1","00000000","00000000"
"12788","YCM2649731Q1073","スミルローション３％","","","","","","1","00000000","20210930"
"12789","YCM2649731Q1081","フェルビナクローション３％「ラクール」","","","","","","1","00000000","00000000"
"12790","YCM2649731Q1090","フェルビナクローション３％「三笠」","","","","","","1","00000000","00000000"
"12791","YCM2649731R1028","スミル外用ポンプスプレー３％","","","","","","1","00000000","20210930"
"12792","YCM2649731R1036","フェルビナク外用ポンプスプレー３％「ラクール」","","","","","","1","00000000","00000000"
"12793","YCM2649731R1044","フェルビナク外用ポンプスプレー３％「三笠」","","","","","","1","00000000","00000000"
"12794","YCM2649731S1127","フレックステープ７０ｍｇ","","","","","","1","00000000","20200930"
"12795","YCM2649731S1143","セルタッチパップ７０","","","","","","1","00000000","00000000"
"12796","YCM2649731S1151","ファルジーテープ７０ｍｇ","","","","","","1","00000000","20220331"
"12797","YCM2649731S1178","フェルビナクテープ７０ｍｇ「ＥＭＥＣ」","","","","","","1","00000000","00000000"
"12798","YCM2649731S1194","スミルテープ７０ｍｇ","","","","","","1","00000000","20210930"
"12799","YCM2649731S1216","セルスポットパップ７０ｍｇ","","","","","","1","00000000","20200930"
"12800","YCM2649731S1224","フェルナビオンパップ７０","","","","","","1","00000000","20200930"
"12801","YCM2649731S1232","セルタッチテープ７０","","","","","","1","00000000","00000000"
"12802","YCM2649731S1259","フェルビナクパップ７０ｍｇ「ＮＰ」","","","","","","1","00000000","00000000"
"12803","YCM2649731S1267","フェルビナクパップ７０ｍｇ「ラクール」","","","","","","1","00000000","00000000"
"12804","YCM2649731S1275","フェルビナクパップ７０ｍｇ「東光」","","","","","","1","00000000","00000000"
"12805","YCM2649731S1283","フェルビナクパップ７０ｍｇ「サワイ」","","","","","","1","00000000","00000000"
"12806","YCM2649731S1291","フェルビナクパップ７０ｍｇ「ユートク」","","","","","","1","00000000","00000000"
"12807","YCM2649731S1305","フェルビナクパップ７０ｍｇ「オーハラ」","","","","","","1","00000000","20230331"
"12808","YCM2649731S1313","フェルビナクパップ７０ｍｇ「タイホウ」","","","","","","1","00000000","00000000"
"12809","YCM2649731S1321","フェルビナクテープ７０ｍｇ「久光」","","","","","","1","00000000","00000000"
"12810","YCM2649731S1330","フェルビナクテープ７０ｍｇ「三笠」","","","","","","1","00000000","00000000"
"12811","YCM2649731S1348","フェルビナクテープ７０ｍｇ「ＮＰ」","","","","","","1","00000000","00000000"
"12812","YCM2649731S2018","フェルビナク（３５ｍｇ）７ｃｍ×１０ｃｍ貼付剤","","","","","","1","00000000","00000000"
"12813","YCM2649731S2034","スミルテープ３５ｍｇ","","","","","","1","00000000","20210930"
"12814","YCM2649731S2050","ファルジーテープ３５ｍｇ","","","","","","1","00000000","20220331"
"12815","YCM2649731S2069","フェルビナクテープ３５ｍｇ「三笠」","","","","","","1","00000000","00000000"
"12816","YCM2649731S2077","フェルビナクテープ３５ｍｇ「ＮＰ」","","","","","","1","00000000","00000000"
"12817","YCM2649731S3014","フェルビナク（１４０ｍｇ）２０ｃｍ×１４ｃｍ貼付剤","","","","","","1","00000000","00000000"
"12818","YCM2649731S3022","セルタッチパップ１４０","","","","","","1","00000000","00000000"
"12819","YCM2649731S3057","フェルビナクパップ１４０ｍｇ「ラクール」","","","","","","1","00000000","00000000"
"12820","YCM2649731S3065","フェルビナクパップ１４０ｍｇ「東光」","","","","","","1","00000000","00000000"
"12821","YCM2649732S1130","アドフィードパップ４０ｍｇ","","","","","","1","00000000","00000000"
"12822","YCM2649732S1164","ゼポラスパップ４０ｍｇ","","","","","","1","00000000","00000000"
"12823","YCM2649732S1172","フループテープ４０","","","","","","1","00000000","20210331"
"12824","YCM2649732S1199","フルルバンパップ４０ｍｇ","","","","","","1","00000000","00000000"
"12825","YCM2649732S2012","フルルビプロフェン（４０ｍｇ）１０ｃｍ×１４ｃｍ貼付剤","","","","","","1","00000000","20240331"
"12826","YCM2649732S2047","ゼポラステープ４０ｍｇ","","","","","","1","00000000","00000000"
"12827","YCM2649732S2055","ヤクバンテープ４０ｍｇ","","","","","","1","00000000","00000000"
"12828","YCM2649732S2063","フルルビプロフェンテープ４０ｍｇ「ユートク」","","","","","","1","00000000","20220331"
"12829","YCM2649732S2071","フルルビプロフェンテープ４０ｍｇ「ＱＱ」","","","","","","1","00000000","00000000"
"12830","YCM2649732S3019","フルルビプロフェン（２０ｍｇ）７ｃｍ×１０ｃｍ貼付剤","","","","","","1","00000000","20240331"
"12831","YCM2649732S3043","ゼポラステープ２０ｍｇ","","","","","","1","00000000","00000000"
"12832","YCM2649732S3051","ヤクバンテープ２０ｍｇ","","","","","","1","00000000","00000000"
"12833","YCM2649732S3060","フループテープ２０","","","","","","1","00000000","20210331"
"12834","YCM2649732S3078","フルルビプロフェンテープ２０ｍｇ「ユートク」","","","","","","1","00000000","20220331"
"12835","YCM2649732S3086","フルルビプロフェンテープ２０ｍｇ「ＱＱ」","","","","","","1","00000000","00000000"
"12836","YCM2649732S5020","アドフィードパップ８０ｍｇ","","","","","","1","00000000","20200331"
"12837","YCM2649732S5038","ゼポラスパップ８０ｍｇ","","","","","","1","00000000","20230331"
"12838","YCM2649732S6026","ヤクバンテープ６０ｍｇ","","","","","","1","00000000","00000000"
"12839","YCM2649733M1070","スレンダム軟膏１％","","","","","","1","00000000","20240331"
"12840","YCM2649733M1089","トパルジック軟膏１％","","","","","","1","00000000","20240331"
"12841","YCM2649733M1097","スルプロチン軟膏１％","","","","","","1","00000000","20240331"
"12842","YCM2649733N1076","スレンダムクリーム１％","","","","","","1","00000000","20200331"
"12843","YCM2649733N1084","トパルジッククリーム１％","","","","","","1","00000000","20210331"
"12844","YCM2649733N1092","スルプロチンクリーム１％","","","","","","1","00000000","20210331"
"12845","YCM2649734N1011","ジクロフェナクナトリウム１％クリーム","","","","","","1","00000000","00000000"
"12846","YCM2649734N1020","ジクロフェナクナトリウムクリーム１％「テイコク」","","","","","","1","00000000","00000000"
"12847","YCM2649734N1038","ジクロフェナクナトリウムクリーム１％「ユートク」","","","","","","1","00000000","00000000"
"12848","YCM2649734N1046","ジクロフェナクＮａクリーム１％「日本臓器」","","","","","","1","00000000","00000000"
"12849","YCM2649734Q1018","ジクロフェナクナトリウム１％ゲル","","","","","","1","00000000","00000000"
"12850","YCM2649734Q1042","アデフロニックゲル１％","","","","","","1","00000000","20200930"
"12851","YCM2649734Q1050","ナボールゲル１％","","","","","","1","00000000","00000000"
"12852","YCM2649734Q1069","ボルタレンゲル１％","","","","","","1","00000000","00000000"
"12853","YCM2649734Q1085","ジクロフェナクＮａゲル１％「日本臓器」","","","","","","1","00000000","00000000"
"12854","YCM2649734Q1093","ジクロフェナクＮａゲル１％「ラクール」","","","","","","1","00000000","00000000"
"12855","YCM2649734Q1107","ジクロフェナクＮａゲル１％「ＳＮ」","","","","","","1","00000000","00000000"
"12856","YCM2649734Q1115","ジクロフェナクＮａゲル１％「武田テバ」","","","","","","1","00000000","20230331"
"12857","YCM2649734Q1123","ジクロフェナクＮａゲル１％「ＮＩＧ」","","","","","","1","00000000","00000000"
"12858","YCM2649734Q2014","ジクロフェナクナトリウム１％ローション","","","","","","1","00000000","00000000"
"12859","YCM2649734Q2022","ボルタレンローション１％","","","","","","1","00000000","00000000"
"12860","YCM2649734Q2030","ジクロフェナクＮａローション１％「日本臓器」","","","","","","1","00000000","00000000"
"12861","YCM2649734Q2049","ジクロフェナクＮａローション１％「ラクール」","","","","","","1","00000000","00000000"
"12862","YCM2649734S1015","ジクロフェナクナトリウム（１５ｍｇ）７ｃｍ×１０ｃｍ貼付剤","","","","","","1","00000000","00000000"
"12863","YCM2649734S1040","ジクロフェナクナトリウムテープ１５ｍｇ「テイコク」","","","","","","1","00000000","00000000"
"12864","YCM2649734S1058","ジクロフェナクナトリウムテープ１５ｍｇ「ユートク」","","","","","","1","00000000","00000000"
"12865","YCM2649734S1066","ナボールテープ１５ｍｇ","","","","","","1","00000000","00000000"
"12866","YCM2649734S1074","ボルタレンテープ１５ｍｇ","","","","","","1","00000000","00000000"
"12867","YCM2649734S1082","ジクロフェナクＮａテープ１５ｍｇ「東光」","","","","","","1","00000000","20210331"
"12868","YCM2649734S1090","ジクロフェナクＮａテープ１５ｍｇ「ラクール」","","","","","","1","00000000","00000000"
"12869","YCM2649734S1104","ジクロフェナクＮａテープ１５ｍｇ「トーワ」","","","","","","1","00000000","00000000"
"12870","YCM2649734S1112","ジクロフェナクＮａテープ１５ｍｇ「日医工」","","","","","","1","00000000","00000000"
"12871","YCM2649734S1120","ジクロフェナクＮａテープ１５ｍｇ「日本臓器」","","","","","","1","00000000","00000000"
"12872","YCM2649734S1139","ジクロフェナクナトリウムテープ１５ｍｇ「ＪＧ」","","","","","","1","00000000","00000000"
"12873","YCM2649734S1147","ジクロフェナクナトリウムテープ１５ｍｇ「ＮＰ」","","","","","","1","00000000","00000000"
"12874","YCM2649734S1155","ジクロフェナクナトリウムテープ１５ｍｇ「三和」","","","","","","1","00000000","00000000"
"12875","YCM2649734S2011","ジクロフェナクナトリウム（３０ｍｇ）１０ｃｍ×１４ｃｍ貼付剤","","","","","","1","00000000","00000000"
"12876","YCM2649734S2046","ジクロフェナクナトリウムテープ３０ｍｇ「テイコク」","","","","","","1","00000000","00000000"
"12877","YCM2649734S2054","ジクロフェナクナトリウムテープ３０ｍｇ「ユートク」","","","","","","1","00000000","00000000"
"12878","YCM2649734S2062","ナボールテープＬ３０ｍｇ","","","","","","1","00000000","00000000"
"12879","YCM2649734S2070","ボルタレンテープ３０ｍｇ","","","","","","1","00000000","00000000"
"12880","YCM2649734S2089","ジクロフェナクＮａテープ３０ｍｇ「東光」","","","","","","1","00000000","20210331"
"12881","YCM2649734S2097","ジクロフェナクＮａテープ３０ｍｇ「ラクール」","","","","","","1","00000000","00000000"
"12882","YCM2649734S2100","ジクロフェナクＮａテープ３０ｍｇ「トーワ」","","","","","","1","00000000","00000000"
"12883","YCM2649734S2119","ジクロフェナクＮａテープ３０ｍｇ「日医工」","","","","","","1","00000000","00000000"
"12884","YCM2649734S2127","ジクロフェナクＮａテープ３０ｍｇ「日本臓器」","","","","","","1","00000000","00000000"
"12885","YCM2649734S2135","ジクロフェナクナトリウムテープ３０ｍｇ「ＪＧ」","","","","","","1","00000000","00000000"
"12886","YCM2649734S2143","ジクロフェナクナトリウムテープ３０ｍｇ「ＮＰ」","","","","","","1","00000000","00000000"
"12887","YCM2649734S2151","ジクロフェナクナトリウムテープ３０ｍｇ「三和」","","","","","","1","00000000","00000000"
"12888","YCM2649734S3018","ジクロフェナクナトリウム（７０ｍｇ）７ｃｍ×１０ｃｍ貼付剤","","","","","","1","00000000","00000000"
"12889","YCM2649734S3042","ナボールパップ７０ｍｇ","","","","","","1","00000000","00000000"
"12890","YCM2649734S3050","ジクロフェナクＮａパップ７０ｍｇ「東光」","","","","","","1","00000000","20210331"
"12891","YCM2649734S3069","ジクロフェナクＮａパップ７０ｍｇ「日本臓器」","","","","","","1","00000000","00000000"
"12892","YCM2649734S3077","ジクロフェナクＮａパップ７０ｍｇ「ラクール」","","","","","","1","00000000","00000000"
"12893","YCM2649734S4049","ナボールパップ１４０ｍｇ","","","","","","1","00000000","00000000"
"12894","YCM2649734S4057","ジクロフェナクＮａパップ１４０ｍｇ「東光」","","","","","","1","00000000","20210331"
"12895","YCM2649734S4065","ジクロフェナクＮａパップ１４０ｍｇ「日本臓器」","","","","","","1","00000000","00000000"
"12896","YCM2649734S4073","ジクロフェナクＮａパップ１４０ｍｇ「ラクール」","","","","","","1","00000000","00000000"
"12897","YCM2649734S5010","ジクロフェナクナトリウム（２８０ｍｇ）２０ｃｍ×１４ｃｍ貼付剤","","","","","","1","00000000","20240331"
"12898","YCM2649734S5029","ジクロフェナクＮａパップ２８０ｍｇ「ラクール」","","","","","","1","00000000","00000000"
"12899","YCM2649735Q1020","ロキソニンゲル１％","","","","","","1","00000000","00000000"
"12900","YCM2649735Q1039","ロキソプロフェンＮａゲル１％「ＪＧ」","","","","","","1","00000000","00000000"
"12901","YCM2649735Q1047","ロキソプロフェンＮａゲル１％「ＮＰ」","","","","","","1","00000000","00000000"
"12902","YCM2649735Q1055","ロキソプロフェンＮａゲル１％「ラクール」","","","","","","1","00000000","00000000"
"12903","YCM2649735R1026","ロキソプロフェンＮａ外用ポンプスプレー１％「ＴＣＫ」","","","","","","1","00000000","00000000"
"12904","YCM2649735R1034","ロキソプロフェンＮａ外用ポンプスプレー１％「ＹＤ」","","","","","","1","00000000","00000000"
"12905","YCM2649735S1028","ロキソニンパップ１００ｍｇ","","","","","","1","00000000","00000000"
"12906","YCM2649735S1036","ロキソプロフェンＮａパップ１００ｍｇ「ＪＧ」","","","","","","1","00000000","00000000"
"12907","YCM2649735S1052","ロキソプロフェンＮａパップ１００ｍｇ「ＮＰ」","","","","","","1","00000000","00000000"
"12908","YCM2649735S1060","ロキソプロフェンＮａパップ１００ｍｇ「ＹＤ」","","","","","","1","00000000","00000000"
"12909","YCM2649735S1079","ロキソプロフェンＮａパップ１００ｍｇ「杏林」","","","","","","1","00000000","00000000"
"12910","YCM2649735S1087","ロキソプロフェンＮａパップ１００ｍｇ「三和」","","","","","","1","00000000","00000000"
"12911","YCM2649735S1095","ロキソプロフェンＮａパップ１００ｍｇ「タカタ」","","","","","","1","00000000","00000000"
"12912","YCM2649735S1109","ロキソプロフェンＮａパップ１００ｍｇ「トーワ」","","","","","","1","00000000","00000000"
"12913","YCM2649735S1117","ロキソプロフェンＮａパップ１００ｍｇ「三笠」","","","","","","1","00000000","00000000"
"12914","YCM2649735S1125","ロキソプロフェンナトリウムパップ１００ｍｇ「ケミファ」","","","","","","1","00000000","00000000"
"12915","YCM2649735S1133","ロキソプロフェンナトリウムパップ１００ｍｇ「日医工」","","","","","","1","00000000","00000000"
"12916","YCM2649735S1141","ロキソプロフェンナトリウムパップ１００ｍｇ「ファイザー」","","","","","","1","00000000","20220331"
"12917","YCM2649735S1150","ロキソプロフェンＮａパップ１００ｍｇ「テイコク」","","","","","","1","00000000","00000000"
"12918","YCM2649735S1168","ロキソプロフェンＮａパップ１００ｍｇ「ＱＱ」","","","","","","1","00000000","00000000"
"12919","YCM2649735S1176","ロキソプロフェンＮａパップ１００ｍｇ「ラクール」","","","","","","1","00000000","00000000"
"12920","YCM2649735S2016","ロキソプロフェンナトリウム（５０ｍｇ）７ｃｍ×１０ｃｍ貼付剤","","","","","","1","00000000","00000000"
"12921","YCM2649735S2024","ロキソニンテープ５０ｍｇ","","","","","","1","00000000","00000000"
"12922","YCM2649735S2032","ロキソプロフェンＮａテープ５０ｍｇ「ＤＫ」","","","","","","1","00000000","20200331"
"12923","YCM2649735S2040","ロキソプロフェンＮａテープ５０ｍｇ「ＥＥ」","","","","","","1","00000000","20230331"
"12924","YCM2649735S2059","ロキソプロフェンＮａテープ５０ｍｇ「ＦＦＰ」","","","","","","1","00000000","00000000"
"12925","YCM2649735S2067","ロキソプロフェンＮａテープ５０ｍｇ「ＪＧ」","","","","","","1","00000000","00000000"
"12926","YCM2649735S2083","ロキソプロフェンＮａテープ５０ｍｇ「ＮＰ」","","","","","","1","00000000","00000000"
"12927","YCM2649735S2091","ロキソプロフェンＮａテープ５０ｍｇ「ＳＮ」","","","","","","1","00000000","20200331"
"12928","YCM2649735S2113","ロキソプロフェンＮａテープ５０ｍｇ「ＹＤ」","","","","","","1","00000000","00000000"
"12929","YCM2649735S2121","ロキソプロフェンＮａテープ５０ｍｇ「アメル」","","","","","","1","00000000","00000000"
"12930","YCM2649735S2130","ロキソプロフェンＮａテープ５０ｍｇ「科研」","","","","","","1","00000000","00000000"
"12931","YCM2649735S2148","ロキソプロフェンＮａテープ５０ｍｇ「杏林」","","","","","","1","00000000","00000000"
"12932","YCM2649735S2156","ロキソプロフェンＮａテープ５０ｍｇ「三和」","","","","","","1","00000000","00000000"
"12933","YCM2649735S2164","ロキソプロフェンＮａテープ５０ｍｇ「タカタ」","","","","","","1","00000000","00000000"
"12934","YCM2649735S2172","ロキソプロフェンＮａテープ５０ｍｇ「トーワ」","","","","","","1","00000000","00000000"
"12935","YCM2649735S2180","ロキソプロフェンＮａテープ５０ｍｇ「日本臓器」","","","","","","1","00000000","20220331"
"12936","YCM2649735S2199","ロキソプロフェンＮａテープ５０ｍｇ「三笠」","","","","","","1","00000000","00000000"
"12937","YCM2649735S2202","ロキソプロフェンＮａテープ５０ｍｇ「ユートク」","","","","","","1","00000000","00000000"
"12938","YCM2649735S2210","ロキソプロフェンＮａテープ５０ｍｇ「ラクール」","","","","","","1","00000000","00000000"
"12939","YCM2649735S2229","ロキソプロフェンナトリウムテープ５０ｍｇ「ケミファ」","","","","","","1","00000000","00000000"
"12940","YCM2649735S2237","ロキソプロフェンナトリウムテープ５０ｍｇ「タイホウ」","","","","","","1","00000000","00000000"
"12941","YCM2649735S2245","ロキソプロフェンナトリウムテープ５０ｍｇ「日医工」","","","","","","1","00000000","00000000"
"12942","YCM2649735S2253","ロキソプロフェンナトリウムテープ５０ｍｇ「ファイザー」","","","","","","1","00000000","20220331"
"12943","YCM2649735S2261","ロキソプロフェンＮａテープ５０ｍｇ「三友」","","","","","","1","00000000","00000000"
"12944","YCM2649735S2270","ロキソプロフェンＮａテープ５０ｍｇ「久光」","","","","","","1","00000000","00000000"
"12945","YCM2649735S2288","ロキソプロフェンＮａテープ５０ｍｇ「ＱＱ」","","","","","","1","00000000","00000000"
"12946","YCM2649735S3020","ロキソニンテープ１００ｍｇ","","","","","","1","00000000","00000000"
"12947","YCM2649735S3039","ロキソプロフェンＮａテープ１００ｍｇ「ＤＫ」","","","","","","1","00000000","20200331"
"12948","YCM2649735S3047","ロキソプロフェンＮａテープ１００ｍｇ「ＥＥ」","","","","","","1","00000000","20230331"
"12949","YCM2649735S3055","ロキソプロフェンＮａテープ１００ｍｇ「ＦＦＰ」","","","","","","1","00000000","00000000"
"12950","YCM2649735S3063","ロキソプロフェンＮａテープ１００ｍｇ「ＪＧ」","","","","","","1","00000000","00000000"
"12951","YCM2649735S3080","ロキソプロフェンＮａテープ１００ｍｇ「ＮＰ」","","","","","","1","00000000","00000000"
"12952","YCM2649735S3098","ロキソプロフェンＮａテープ１００ｍｇ「ＳＮ」","","","","","","1","00000000","20200331"
"12953","YCM2649735S3110","ロキソプロフェンＮａテープ１００ｍｇ「ＹＤ」","","","","","","1","00000000","00000000"
"12954","YCM2649735S3128","ロキソプロフェンＮａテープ１００ｍｇ「アメル」","","","","","","1","00000000","00000000"
"12955","YCM2649735S3136","ロキソプロフェンＮａテープ１００ｍｇ「科研」","","","","","","1","00000000","00000000"
"12956","YCM2649735S3144","ロキソプロフェンＮａテープ１００ｍｇ「杏林」","","","","","","1","00000000","00000000"
"12957","YCM2649735S3152","ロキソプロフェンＮａテープ１００ｍｇ「三和」","","","","","","1","00000000","00000000"
"12958","YCM2649735S3160","ロキソプロフェンＮａテープ１００ｍｇ「タカタ」","","","","","","1","00000000","00000000"
"12959","YCM2649735S3179","ロキソプロフェンＮａテープ１００ｍｇ「トーワ」","","","","","","1","00000000","00000000"
"12960","YCM2649735S3187","ロキソプロフェンＮａテープ１００ｍｇ「日本臓器」","","","","","","1","00000000","20220331"
"12961","YCM2649735S3195","ロキソプロフェンＮａテープ１００ｍｇ「三笠」","","","","","","1","00000000","00000000"
"12962","YCM2649735S3209","ロキソプロフェンＮａテープ１００ｍｇ「ユートク」","","","","","","1","00000000","00000000"
"12963","YCM2649735S3217","ロキソプロフェンＮａテープ１００ｍｇ「ラクール」","","","","","","1","00000000","00000000"
